"Year","City","Sport","Discipline","NOC","Event","Event.gender","Medal","isgold"
1980,"Lake Placid","Skiing","Alpine Skiing","AUT","downhill","M","Silver",FALSE
1980,"Lake Placid","Skiing","Alpine Skiing","AUT","downhill","W","Gold",TRUE
1980,"Lake Placid","Skiing","Alpine Skiing","AUT","giant slalom","M","Bronze",FALSE
1980,"Lake Placid","Skiing","Ski Jumping","AUT","K120 individual (90m)","M","Silver",FALSE
1980,"Lake Placid","Skiing","Ski Jumping","AUT","K90 individual (70m)","M","Gold",TRUE
1980,"Lake Placid","Skiing","Cross Country S","BUL","30km mass start","M","Bronze",FALSE
1980,"Lake Placid","Skating","Speed skating","CAN","1000m","M","Silver",FALSE
1980,"Lake Placid","Skiing","Alpine Skiing","CAN","downhill","M","Bronze",FALSE
1980,"Lake Placid","Skiing","Cross Country S","FIN","10km","W","Bronze",FALSE
1980,"Lake Placid","Skiing","Cross Country S","FIN","10km","W","Silver",FALSE
1980,"Lake Placid","Skiing","Cross Country S","FIN","15km","M","Silver",FALSE
1980,"Lake Placid","Skiing","Cross Country S","FIN","4x10km relay","M","Bronze",FALSE
1980,"Lake Placid","Skiing","Cross Country S","FIN","50km","M","Silver",FALSE
1980,"Lake Placid","Skiing","Cross Country S","FIN","5km","W","Silver",FALSE
1980,"Lake Placid","Skiing","Nordic Combined","FIN","individual","M","Silver",FALSE
1980,"Lake Placid","Skiing","Ski Jumping","FIN","K120 individual (90m)","M","Bronze",FALSE
1980,"Lake Placid","Skiing","Ski Jumping","FIN","K120 individual (90m)","M","Gold",TRUE
1980,"Lake Placid","Skiing","Alpine Skiing","FRA","giant slalom","W","Bronze",FALSE
1980,"Lake Placid","Biathlon","Biathlon","FRG","4x7.5km relay","M","Bronze",FALSE
1980,"Lake Placid","Luge","Luge","FRG","singles","M","Bronze",FALSE
1980,"Lake Placid","Skating","Figure skating","FRG","individual","W","Bronze",FALSE
1980,"Lake Placid","Skiing","Alpine Skiing","FRG","giant slalom","W","Silver",FALSE
1980,"Lake Placid","Skiing","Alpine Skiing","FRG","slalom","W","Silver",FALSE
1980,"Lake Placid","Skating","Figure skating","GBR","individual","M","Gold",TRUE
1980,"Lake Placid","Biathlon","Biathlon","GDR","10km","M","Gold",TRUE
1980,"Lake Placid","Biathlon","Biathlon","GDR","20km","M","Bronze",FALSE
1980,"Lake Placid","Biathlon","Biathlon","GDR","20km","M","Silver",FALSE
1980,"Lake Placid","Biathlon","Biathlon","GDR","4x7.5km relay","M","Silver",FALSE
1980,"Lake Placid","Bobsleigh","Bobsleigh","GDR","four-man","M","Bronze",FALSE
1980,"Lake Placid","Bobsleigh","Bobsleigh","GDR","four-man","M","Gold",TRUE
1980,"Lake Placid","Bobsleigh","Bobsleigh","GDR","two-man","M","Bronze",FALSE
1980,"Lake Placid","Bobsleigh","Bobsleigh","GDR","two-man","M","Silver",FALSE
1980,"Lake Placid","Luge","Luge","GDR","doubles","X","Gold",TRUE
1980,"Lake Placid","Luge","Luge","GDR","singles","M","Gold",TRUE
1980,"Lake Placid","Luge","Luge","GDR","singles","W","Silver",FALSE
1980,"Lake Placid","Skating","Figure skating","GDR","individual","M","Silver",FALSE
1980,"Lake Placid","Skating","Figure skating","GDR","individual","W","Gold",TRUE
1980,"Lake Placid","Skating","Figure skating","GDR","pairs","X","Bronze",FALSE
1980,"Lake Placid","Skating","Speed skating","GDR","1000m","W","Bronze",FALSE
1980,"Lake Placid","Skating","Speed skating","GDR","1500m","W","Bronze",FALSE
1980,"Lake Placid","Skating","Speed skating","GDR","3000m","W","Silver",FALSE
1980,"Lake Placid","Skating","Speed skating","GDR","500m","W","Gold",TRUE
1980,"Lake Placid","Skiing","Cross Country S","GDR","10km","W","Gold",TRUE
1980,"Lake Placid","Skiing","Cross Country S","GDR","4x5km relay","W","Gold",TRUE
1980,"Lake Placid","Skiing","Nordic Combined","GDR","individual","M","Bronze",FALSE
1980,"Lake Placid","Skiing","Nordic Combined","GDR","individual","M","Gold",TRUE
1980,"Lake Placid","Skiing","Ski Jumping","GDR","K90 individual (70m)","M","Silver",FALSE
1980,"Lake Placid","Skating","Figure skating","HUN","ice dancing","X","Silver",FALSE
1980,"Lake Placid","Luge","Luge","ITA","doubles","X","Silver",FALSE
1980,"Lake Placid","Luge","Luge","ITA","singles","M","Silver",FALSE
1980,"Lake Placid","Skiing","Ski Jumping","JPN","K90 individual (70m)","M","Silver",FALSE
1980,"Lake Placid","Skiing","Alpine Skiing","LIE","downhill","W","Silver",FALSE
1980,"Lake Placid","Skiing","Alpine Skiing","LIE","giant slalom","M","Silver",FALSE
1980,"Lake Placid","Skiing","Alpine Skiing","LIE","giant slalom","W","Gold",TRUE
1980,"Lake Placid","Skiing","Alpine Skiing","LIE","slalom","W","Gold",TRUE
1980,"Lake Placid","Skating","Speed skating","NED","10000m","M","Silver",FALSE
1980,"Lake Placid","Skating","Speed skating","NED","1500m","W","Gold",TRUE
1980,"Lake Placid","Skating","Speed skating","NED","1500m","W","Silver",FALSE
1980,"Lake Placid","Skating","Speed skating","NED","500m","M","Bronze",FALSE
1980,"Lake Placid","Skating","Speed skating","NOR","10000m","M","Bronze",FALSE
1980,"Lake Placid","Skating","Speed skating","NOR","1000m","M","Bronze",FALSE
1980,"Lake Placid","Skating","Speed skating","NOR","1500m","M","Bronze",FALSE
1980,"Lake Placid","Skating","Speed skating","NOR","1500m","M","Silver",FALSE
1980,"Lake Placid","Skating","Speed skating","NOR","3000m","W","Gold",TRUE
1980,"Lake Placid","Skating","Speed skating","NOR","5000m","M","Bronze",FALSE
1980,"Lake Placid","Skating","Speed skating","NOR","5000m","M","Silver",FALSE
1980,"Lake Placid","Skiing","Cross Country S","NOR","15km","M","Bronze",FALSE
1980,"Lake Placid","Skiing","Cross Country S","NOR","4x10km relay","M","Silver",FALSE
1980,"Lake Placid","Skiing","Cross Country S","NOR","4x5km relay","W","Bronze",FALSE
1980,"Lake Placid","Bobsleigh","Bobsleigh","SUI","four-man","M","Silver",FALSE
1980,"Lake Placid","Bobsleigh","Bobsleigh","SUI","two-man","M","Gold",TRUE
1980,"Lake Placid","Skiing","Alpine Skiing","SUI","downhill","W","Bronze",FALSE
1980,"Lake Placid","Skiing","Alpine Skiing","SUI","slalom","M","Bronze",FALSE
1980,"Lake Placid","Skiing","Alpine Skiing","SUI","slalom","W","Bronze",FALSE
1980,"Lake Placid","Ice Hockey","Ice Hockey","SWE","ice hockey","M","Bronze",FALSE
1980,"Lake Placid","Skiing","Alpine Skiing","SWE","giant slalom","M","Gold",TRUE
1980,"Lake Placid","Skiing","Alpine Skiing","SWE","slalom","M","Gold",TRUE
1980,"Lake Placid","Skiing","Cross Country S","SWE","15km","M","Gold",TRUE
1980,"Lake Placid","Skiing","Cross Country S","TCH","5km","W","Bronze",FALSE
1980,"Lake Placid","Biathlon","Biathlon","URS","10km","M","Bronze",FALSE
1980,"Lake Placid","Biathlon","Biathlon","URS","10km","M","Silver",FALSE
1980,"Lake Placid","Biathlon","Biathlon","URS","20km","M","Gold",TRUE
1980,"Lake Placid","Biathlon","Biathlon","URS","4x7.5km relay","M","Gold",TRUE
1980,"Lake Placid","Ice Hockey","Ice Hockey","URS","ice hockey","M","Silver",FALSE
1980,"Lake Placid","Luge","Luge","URS","singles","W","Bronze",FALSE
1980,"Lake Placid","Luge","Luge","URS","singles","W","Gold",TRUE
1980,"Lake Placid","Skating","Figure skating","URS","ice dancing","X","Bronze",FALSE
1980,"Lake Placid","Skating","Figure skating","URS","ice dancing","X","Gold",TRUE
1980,"Lake Placid","Skating","Figure skating","URS","pairs","X","Gold",TRUE
1980,"Lake Placid","Skating","Figure skating","URS","pairs","X","Silver",FALSE
1980,"Lake Placid","Skating","Speed skating","URS","1000m","M","Bronze",FALSE
1980,"Lake Placid","Skating","Speed skating","URS","1000m","W","Gold",TRUE
1980,"Lake Placid","Skating","Speed skating","URS","500m","M","Silver",FALSE
1980,"Lake Placid","Skating","Speed skating","URS","500m","W","Bronze",FALSE
1980,"Lake Placid","Skiing","Cross Country S","URS","30km mass start","M","Gold",TRUE
1980,"Lake Placid","Skiing","Cross Country S","URS","30km mass start","M","Silver",FALSE
1980,"Lake Placid","Skiing","Cross Country S","URS","4x10km relay","M","Gold",TRUE
1980,"Lake Placid","Skiing","Cross Country S","URS","4x5km relay","W","Silver",FALSE
1980,"Lake Placid","Skiing","Cross Country S","URS","50km","M","Bronze",FALSE
1980,"Lake Placid","Skiing","Cross Country S","URS","50km","M","Gold",TRUE
1980,"Lake Placid","Skiing","Cross Country S","URS","5km","W","Gold",TRUE
1980,"Lake Placid","Ice Hockey","Ice Hockey","USA","ice hockey","M","Gold",TRUE
1980,"Lake Placid","Skating","Figure skating","USA","individual","M","Bronze",FALSE
1980,"Lake Placid","Skating","Figure skating","USA","individual","W","Silver",FALSE
1980,"Lake Placid","Skating","Speed skating","USA","10000m","M","Gold",TRUE
1980,"Lake Placid","Skating","Speed skating","USA","1000m","M","Gold",TRUE
1980,"Lake Placid","Skating","Speed skating","USA","1000m","W","Silver",FALSE
1980,"Lake Placid","Skating","Speed skating","USA","1500m","M","Gold",TRUE
1980,"Lake Placid","Skating","Speed skating","USA","3000m","W","Bronze",FALSE
1980,"Lake Placid","Skating","Speed skating","USA","5000m","M","Gold",TRUE
1980,"Lake Placid","Skating","Speed skating","USA","500m","M","Gold",TRUE
1980,"Lake Placid","Skating","Speed skating","USA","500m","W","Silver",FALSE
1980,"Lake Placid","Skiing","Alpine Skiing","USA","slalom","M","Silver",FALSE
1984,"Sarajevo","Skiing","Alpine Skiing","AUT","downhill","M","Bronze",FALSE
1984,"Sarajevo","Skating","Figure skating","CAN","individual","M","Silver",FALSE
1984,"Sarajevo","Skating","Speed skating","CAN","1000m","M","Gold",TRUE
1984,"Sarajevo","Skating","Speed skating","CAN","1500m","M","Gold",TRUE
1984,"Sarajevo","Skating","Speed skating","CAN","500m","M","Bronze",FALSE
1984,"Sarajevo","Skiing","Cross Country S","FIN","10km","W","Gold",TRUE
1984,"Sarajevo","Skiing","Cross Country S","FIN","15km","M","Bronze",FALSE
1984,"Sarajevo","Skiing","Cross Country S","FIN","15km","M","Silver",FALSE
1984,"Sarajevo","Skiing","Cross Country S","FIN","20km","W","Gold",TRUE
1984,"Sarajevo","Skiing","Cross Country S","FIN","4x10km relay","M","Bronze",FALSE
1984,"Sarajevo","Skiing","Cross Country S","FIN","4x5km relay","W","Bronze",FALSE
1984,"Sarajevo","Skiing","Cross Country S","FIN","50km","M","Bronze",FALSE
1984,"Sarajevo","Skiing","Cross Country S","FIN","5km","W","Gold",TRUE
1984,"Sarajevo","Skiing","Nordic Combined","FIN","individual","M","Bronze",FALSE
1984,"Sarajevo","Skiing","Nordic Combined","FIN","individual","M","Silver",FALSE
1984,"Sarajevo","Skiing","Ski Jumping","FIN","K120 individual (90m)","M","Gold",TRUE
1984,"Sarajevo","Skiing","Ski Jumping","FIN","K90 individual (70m)","M","Bronze",FALSE
1984,"Sarajevo","Skiing","Ski Jumping","FIN","K90 individual (70m)","M","Silver",FALSE
1984,"Sarajevo","Skiing","Alpine Skiing","FRA","giant slalom","W","Bronze",FALSE
1984,"Sarajevo","Skiing","Alpine Skiing","FRA","slalom","M","Bronze",FALSE
1984,"Sarajevo","Skiing","Alpine Skiing","FRA","slalom","W","Silver",FALSE
1984,"Sarajevo","Biathlon","Biathlon","FRG","10km","M","Silver",FALSE
1984,"Sarajevo","Biathlon","Biathlon","FRG","20km","M","Gold",TRUE
1984,"Sarajevo","Biathlon","Biathlon","FRG","4x7.5km relay","M","Bronze",FALSE
1984,"Sarajevo","Luge","Luge","FRG","doubles","X","Gold",TRUE
1984,"Sarajevo","Skating","Figure skating","GBR","ice dancing","X","Gold",TRUE
1984,"Sarajevo","Biathlon","Biathlon","GDR","10km","M","Bronze",FALSE
1984,"Sarajevo","Biathlon","Biathlon","GDR","20km","M","Silver",FALSE
1984,"Sarajevo","Bobsleigh","Bobsleigh","GDR","four-man","M","Gold",TRUE
1984,"Sarajevo","Bobsleigh","Bobsleigh","GDR","four-man","M","Silver",FALSE
1984,"Sarajevo","Bobsleigh","Bobsleigh","GDR","two-man","M","Gold",TRUE
1984,"Sarajevo","Bobsleigh","Bobsleigh","GDR","two-man","M","Silver",FALSE
1984,"Sarajevo","Luge","Luge","GDR","doubles","X","Bronze",FALSE
1984,"Sarajevo","Luge","Luge","GDR","singles","W","Bronze",FALSE
1984,"Sarajevo","Luge","Luge","GDR","singles","W","Gold",TRUE
1984,"Sarajevo","Luge","Luge","GDR","singles","W","Silver",FALSE
1984,"Sarajevo","Skating","Figure skating","GDR","individual","W","Gold",TRUE
1984,"Sarajevo","Skating","Speed skating","GDR","10000m","M","Bronze",FALSE
1984,"Sarajevo","Skating","Speed skating","GDR","1000m","W","Gold",TRUE
1984,"Sarajevo","Skating","Speed skating","GDR","1000m","W","Silver",FALSE
1984,"Sarajevo","Skating","Speed skating","GDR","1500m","W","Gold",TRUE
1984,"Sarajevo","Skating","Speed skating","GDR","1500m","W","Silver",FALSE
1984,"Sarajevo","Skating","Speed skating","GDR","3000m","W","Bronze",FALSE
1984,"Sarajevo","Skating","Speed skating","GDR","3000m","W","Gold",TRUE
1984,"Sarajevo","Skating","Speed skating","GDR","3000m","W","Silver",FALSE
1984,"Sarajevo","Skating","Speed skating","GDR","5000m","M","Bronze",FALSE
1984,"Sarajevo","Skating","Speed skating","GDR","500m","W","Gold",TRUE
1984,"Sarajevo","Skating","Speed skating","GDR","500m","W","Silver",FALSE
1984,"Sarajevo","Skiing","Ski Jumping","GDR","K120 individual (90m)","M","Silver",FALSE
1984,"Sarajevo","Skiing","Ski Jumping","GDR","K90 individual (70m)","M","Gold",TRUE
1984,"Sarajevo","Luge","Luge","ITA","singles","M","Gold",TRUE
1984,"Sarajevo","Skiing","Alpine Skiing","ITA","slalom","W","Gold",TRUE
1984,"Sarajevo","Skating","Speed skating","JPN","500m","M","Silver",FALSE
1984,"Sarajevo","Skiing","Alpine Skiing","LIE","giant slalom","M","Bronze",FALSE
1984,"Sarajevo","Skiing","Alpine Skiing","LIE","slalom","W","Bronze",FALSE
1984,"Sarajevo","Biathlon","Biathlon","NOR","10km","M","Gold",TRUE
1984,"Sarajevo","Biathlon","Biathlon","NOR","20km","M","Bronze",FALSE
1984,"Sarajevo","Biathlon","Biathlon","NOR","4x7.5km relay","M","Silver",FALSE
1984,"Sarajevo","Skating","Speed skating","NOR","1000m","M","Bronze",FALSE
1984,"Sarajevo","Skiing","Cross Country S","NOR","10km","W","Bronze",FALSE
1984,"Sarajevo","Skiing","Cross Country S","NOR","20km","W","Bronze",FALSE
1984,"Sarajevo","Skiing","Cross Country S","NOR","4x5km relay","W","Gold",TRUE
1984,"Sarajevo","Skiing","Cross Country S","NOR","5km","W","Silver",FALSE
1984,"Sarajevo","Skiing","Nordic Combined","NOR","individual","M","Gold",TRUE
1984,"Sarajevo","Bobsleigh","Bobsleigh","SUI","four-man","M","Bronze",FALSE
1984,"Sarajevo","Skiing","Alpine Skiing","SUI","downhill","M","Silver",FALSE
1984,"Sarajevo","Skiing","Alpine Skiing","SUI","downhill","W","Gold",TRUE
1984,"Sarajevo","Skiing","Alpine Skiing","SUI","downhill","W","Silver",FALSE
1984,"Sarajevo","Skiing","Alpine Skiing","SUI","giant slalom","M","Gold",TRUE
1984,"Sarajevo","Ice Hockey","Ice Hockey","SWE","ice hockey","M","Bronze",FALSE
1984,"Sarajevo","Skating","Speed skating","SWE","10000m","M","Silver",FALSE
1984,"Sarajevo","Skating","Speed skating","SWE","5000m","M","Gold",TRUE
1984,"Sarajevo","Skiing","Cross Country S","SWE","15km","M","Gold",TRUE
1984,"Sarajevo","Skiing","Cross Country S","SWE","30km mass start","M","Bronze",FALSE
1984,"Sarajevo","Skiing","Cross Country S","SWE","4x10km relay","M","Gold",TRUE
1984,"Sarajevo","Skiing","Cross Country S","SWE","50km","M","Gold",TRUE
1984,"Sarajevo","Skiing","Cross Country S","SWE","50km","M","Silver",FALSE
1984,"Sarajevo","Ice Hockey","Ice Hockey","TCH","ice hockey","M","Silver",FALSE
1984,"Sarajevo","Skating","Figure skating","TCH","individual","M","Bronze",FALSE
1984,"Sarajevo","Skiing","Alpine Skiing","TCH","downhill","W","Bronze",FALSE
1984,"Sarajevo","Skiing","Cross Country S","TCH","4x5km relay","W","Silver",FALSE
1984,"Sarajevo","Skiing","Cross Country S","TCH","5km","W","Bronze",FALSE
1984,"Sarajevo","Skiing","Ski Jumping","TCH","K120 individual (90m)","M","Bronze",FALSE
1984,"Sarajevo","Biathlon","Biathlon","URS","4x7.5km relay","M","Gold",TRUE
1984,"Sarajevo","Bobsleigh","Bobsleigh","URS","two-man","M","Bronze",FALSE
1984,"Sarajevo","Ice Hockey","Ice Hockey","URS","ice hockey","M","Gold",TRUE
1984,"Sarajevo","Luge","Luge","URS","doubles","X","Silver",FALSE
1984,"Sarajevo","Luge","Luge","URS","singles","M","Bronze",FALSE
1984,"Sarajevo","Luge","Luge","URS","singles","M","Silver",FALSE
1984,"Sarajevo","Skating","Figure skating","URS","ice dancing","X","Bronze",FALSE
1984,"Sarajevo","Skating","Figure skating","URS","ice dancing","X","Silver",FALSE
1984,"Sarajevo","Skating","Figure skating","URS","individual","W","Bronze",FALSE
1984,"Sarajevo","Skating","Figure skating","URS","pairs","X","Bronze",FALSE
1984,"Sarajevo","Skating","Figure skating","URS","pairs","X","Gold",TRUE
1984,"Sarajevo","Skating","Speed skating","URS","10000m","M","Gold",TRUE
1984,"Sarajevo","Skating","Speed skating","URS","1000m","M","Silver",FALSE
1984,"Sarajevo","Skating","Speed skating","URS","1000m","W","Bronze",FALSE
1984,"Sarajevo","Skating","Speed skating","URS","1500m","M","Bronze",FALSE
1984,"Sarajevo","Skating","Speed skating","URS","1500m","M","Silver",FALSE
1984,"Sarajevo","Skating","Speed skating","URS","1500m","W","Bronze",FALSE
1984,"Sarajevo","Skating","Speed skating","URS","5000m","M","Silver",FALSE
1984,"Sarajevo","Skating","Speed skating","URS","500m","M","Gold",TRUE
1984,"Sarajevo","Skating","Speed skating","URS","500m","W","Bronze",FALSE
1984,"Sarajevo","Skiing","Cross Country S","URS","10km","W","Silver",FALSE
1984,"Sarajevo","Skiing","Cross Country S","URS","20km","W","Silver",FALSE
1984,"Sarajevo","Skiing","Cross Country S","URS","30km mass start","M","Gold",TRUE
1984,"Sarajevo","Skiing","Cross Country S","URS","30km mass start","M","Silver",FALSE
1984,"Sarajevo","Skiing","Cross Country S","URS","4x10km relay","M","Silver",FALSE
1984,"Sarajevo","Skating","Figure skating","USA","individual","M","Gold",TRUE
1984,"Sarajevo","Skating","Figure skating","USA","individual","W","Silver",FALSE
1984,"Sarajevo","Skating","Figure skating","USA","pairs","X","Silver",FALSE
1984,"Sarajevo","Skiing","Alpine Skiing","USA","downhill","M","Gold",TRUE
1984,"Sarajevo","Skiing","Alpine Skiing","USA","giant slalom","W","Gold",TRUE
1984,"Sarajevo","Skiing","Alpine Skiing","USA","giant slalom","W","Silver",FALSE
1984,"Sarajevo","Skiing","Alpine Skiing","USA","slalom","M","Gold",TRUE
1984,"Sarajevo","Skiing","Alpine Skiing","USA","slalom","M","Silver",FALSE
1984,"Sarajevo","Skiing","Alpine Skiing","YUG","giant slalom","M","Silver",FALSE
1988,"Calgary","Skating","Speed skating","AUT","10000m","M","Silver",FALSE
1988,"Calgary","Skating","Speed skating","AUT","1500m","M","Bronze",FALSE
1988,"Calgary","Skiing","Alpine Skiing","AUT","alpine combined","M","Gold",TRUE
1988,"Calgary","Skiing","Alpine Skiing","AUT","alpine combined","M","Silver",FALSE
1988,"Calgary","Skiing","Alpine Skiing","AUT","alpine combined","W","Gold",TRUE
1988,"Calgary","Skiing","Alpine Skiing","AUT","giant slalom","M","Silver",FALSE
1988,"Calgary","Skiing","Alpine Skiing","AUT","super-G","M","Silver",FALSE
1988,"Calgary","Skiing","Alpine Skiing","AUT","super-G","W","Gold",TRUE
1988,"Calgary","Skiing","Nordic Combined","AUT","individual","M","Silver",FALSE
1988,"Calgary","Skiing","Nordic Combined","AUT","Team","M","Bronze",FALSE
1988,"Calgary","Skating","Figure skating","CAN","ice dancing","X","Bronze",FALSE
1988,"Calgary","Skating","Figure skating","CAN","individual","M","Silver",FALSE
1988,"Calgary","Skating","Figure skating","CAN","individual","W","Silver",FALSE
1988,"Calgary","Skiing","Alpine Skiing","CAN","downhill","W","Bronze",FALSE
1988,"Calgary","Skiing","Alpine Skiing","CAN","super-G","W","Bronze",FALSE
1988,"Calgary","Ice Hockey","Ice Hockey","FIN","ice hockey","M","Silver",FALSE
1988,"Calgary","Skiing","Cross Country S","FIN","10km","W","Bronze",FALSE
1988,"Calgary","Skiing","Cross Country S","FIN","4x5km relay","W","Bronze",FALSE
1988,"Calgary","Skiing","Cross Country S","FIN","5km","W","Gold",TRUE
1988,"Calgary","Skiing","Ski Jumping","FIN","K120 individual (90m)","M","Gold",TRUE
1988,"Calgary","Skiing","Ski Jumping","FIN","K120 team (90m)","M","Gold",TRUE
1988,"Calgary","Skiing","Ski Jumping","FIN","K90 individual (70m)","M","Gold",TRUE
1988,"Calgary","Skiing","Alpine Skiing","FRA","downhill","M","Bronze",FALSE
1988,"Calgary","Skiing","Alpine Skiing","FRA","super-G","M","Gold",TRUE
